,history,n
36519,diagnosis pots diagnosis,1
36520,diagnosis repeated,1
36521,diagnosis repeated falls,1
36522,diagnosis restless,1
36523,diagnosis restless legs,1
36524,diagnosis s,1
36525,diagnosis s update,1
36526,diagnosis secondary bulkload,1
36527,diagnosis sjogrens,1
36528,diagnosis sjogrens verbatim,1
36529,diagnosis stay anxiety,1
36530,diagnosis stay atherosclerosis,1
36531,diagnosis stay changes,1
36532,diagnosis stay covid,1
36533,diagnosis stay dementia,1
36534,diagnosis stay dry,1
36535,diagnosis stay exudative,1
36536,diagnosis stay generalized,1
36537,diagnosis stay left,1
36538,diagnosis stay muscle,1
36539,diagnosis stay nondisplaced,1
36540,diagnosis stay nonexudative,1
36541,diagnosis stay orthostatic,1
36542,diagnosis stay pain,1
36543,diagnosis stay presbyopia,1
36544,diagnosis stay presence,1
36545,diagnosis stay tinea,1
36546,diagnosis stay urinary,1
36547,diagnosis successful,1
36548,diagnosis successful treatment,1
36549,diagnosis tdm,1
36550,diagnosis tdm obesity,1
36551,diagnosis underwent,1
36552,diagnosis underwent procedures,1
36553,diagnosis update b,1
36554,diagnosis update e,1
36555,diagnosis update h,1
36556,diagnosis update k,1
36557,diagnosis update n,1
36558,diagnosis update sa,1
36559,diagnosis weakness,1
36560,diagnosis weakness r,1
36561,diagnostic,1
36562,diagnostic process,1
36563,diagnostic process determine,1
36564,diagnostics,1
36565,diagnostics afterward,1
36566,diagnostics afterward tb,1
36567,diahhrea nothing,1
36568,diahhrea nothing like,1
36569,diahhrea pills,1
36570,dialysis access,1
36571,dialysis access previous,1
36572,dialysis approximately,1
36573,dialysis approximately years,1
36574,dialysis dependent,1
36575,dialysis dependent renal,1
36576,dialysis diabetes,1
36577,dialysis diabetes type,1
36578,dialysis diabetic,1
36579,dialysis dialysis,1
36580,dialysis dialysis approximately,1
36581,dialysis dm,1
36582,dialysis dm copd,1
36583,dialysis fistula,1
36584,dialysis fistula peripheral,1
36585,dialysis glucorticoidinduced,1
36586,dialysis glucorticoidinduced osteoporosis,1
36587,dialysis heart cath,1
36588,dialysis heart failure,1
36589,dialysis hospitalization,1
36590,dialysis hospitalization esrd,1
36591,dialysis hypertension,1
36592,dialysis hypertension hyperlipidemia,1
36593,dialysis obesity,1
36594,dialysis obesity hyperlipidemia,1
36595,dialysis stroke,1
36596,dialysis stroke heart,1
36597,dialysis times,1
36598,dialysis times weekly,1
36599,dialysis treatment,1
36600,dialysis treatment x,1
36601,dialysis tts,1
36602,dialysis tts dm,1
36603,dialysisesrd,1
36604,dialysisesrd anemia,1
36605,dialysisesrd anemia ckd,1
36606,diaphragmatic hernia left,1
36607,diaphragmatic hernia pulmonary,1
36608,diaphragmatic hernia without,1
36609,diarrhea always,1
36610,diarrhea always diarrhea,1
36611,diarrhea chills,1
36612,diarrhea chills muscle,1
36613,diarrhea covid,1
36614,diarrhea covid prior,1
36615,diarrhea dry,1
36616,diarrhea dry eyes,1
36617,diarrhea eczema,1
36618,diarrhea eczema osteopenia,1
36619,diarrhea energy,1
36620,diarrhea energy decreased,1
36621,diarrhea hiatal,1
36622,diarrhea hiatal hernia,1
36623,diarrhea hypertension,1
36624,diarrhea hypertension anxiety,1
36625,diarrhea hypertrophic,1
36626,diarrhea hypertrophic obstructive,1
36627,diarrhea hypothyroidism,1
36628,diarrhea hypothyroidism covid,1
36629,diarrhea i heart,1
36630,diarrhea i svt,1
36631,diarrhea incisional,1
36632,diarrhea incisional hernia,1
36633,diarrhea loss,1
36634,diarrhea loss smell,1
36635,diarrhea mild,1
36636,diarrhea mild copd,1
36637,diarrhea past,1
36638,diarrhea past week,1
36639,diarrhea since,1
36640,diarrhea squamous,1
36641,diarrhea squamous cell,1
36642,diarrheafatiguecoughhypoxia,1
36643,diarrheafatiguecoughhypoxia requiring,1
36644,diarrheafatiguecoughhypoxia requiring l,1
36645,diarrheaoccasionally,1
36646,diarrheaoccasionally heart,1
36647,diarrheaoccasionally heart cerebrovascular,1
36648,diastolic blood,1
36649,diastolic blood pressure,1
36650,diastolic chf prediabetic,1
36651,diastolic dysfunction anxiety,1
36652,diastolic dysfunction cardiac,1
36653,diastolic dysfunction ckd,1
36654,diastolic dysfunction diastolic,1
36655,diastolic dysfunction hypertension,1
36656,diastolic dysfunction hypothyroid,1
36657,diastolic dysfunction type,1
36658,diastolic heart murmur,1
36659,diastolic hrt,1
36660,diastolic hrt fail,1
36661,diastolic htn,1
36662,diberticulosis,1
36663,dibetes,1
36664,dibetes type,1
36665,dibetes type diet,1
36666,diclofenac,1
36667,diclofenac feb,1
36668,diclofenac feb rx,1
36669,didelphys,1
36670,didelphys obstructive,1
36671,didelphys obstructive sleep,1
36672,didnt left,1
36673,didnt left node,1
36674,didnt take,1
36675,didnt take medication,1
36676,die,1
36677,die type,1
36678,die type ii,1
36679,died asthma,1
36680,died asthma attack,1
36681,died bleeding,1
36682,died bleeding ulcer,1
36683,died covid,1
36684,died covid virus,1
36685,died day,1
36686,died day vaccination,1
36687,died due,1
36688,died due anaphylactic,1
36689,died heart,1
36690,died heart sister,1
36691,died lung,1
36692,died lung cancer,1
36693,died melanoma,1
36694,died oat,1
36695,died oat cell,1
36696,died pancreatic,1
36697,died pancreatic cancer,1
36698,died receiving,1
36699,died receiving second,1
36700,died related,1
36701,died related vaccine,1
36702,died suddenly,1
36703,died suddenly unexpectedly,1
36704,died vaccine,1
36705,died vaccine caused,1
36706,died xrayed,1
36707,died xrayed see,1
36708,diet autoimmune,1
36709,diet autoimmune symptoms,1
36710,diet contreolled,1
36711,diet contreolled treatment,1
36712,diet control htn,1
36713,diet control last,1
36714,diet controlled dm,1
36715,diet controlled high,1
36716,diet controlled hypothyroidism,1
36717,diet exercise medication,1
36718,diet exercise recheck,1
36719,diet exercisecontrolled,1
36720,diet exercisecontrolled diabetes,1
36721,diet medications,1
36722,diet medications even,1
36723,diet menopause,1
36724,diet menopause seasonal,1
36725,diet myocardial,1
36726,diet myocardial infarction,1
36727,diet therapy,1
36728,diet therapy impaired,1
36729,diet thickend,1
36730,diet thickend liquids,1
36731,dietary,1
36732,dietary iron,1
36733,dietary iron intake,1
36734,dietcontrolled,1
36735,dietcontrolled hypertension,1
36736,diethylstilbestrol,1
36737,diethylstilbestrol manmade,1
36738,diethylstilbestrol manmade estrogen,1
36739,dif iron,1
36740,dif iron dif,1
36741,diff pcos,1
36742,different cancers,1
36743,different cancers tx,1
36744,different previous,1
36745,different previous chest,1
36746,different times,1
36747,different times yrs,1
36748,difficile infection diverticulitis,1
36749,difficile infection hypothyroidism,1
36750,difficile infection years,1
36751,difficult breathing,1
36752,difficult breathing problem,1
36753,difficult covid,1
36754,difficult covid gastric,1
36755,difficulties dysphagia,1
36756,difficulties e,1
36757,difficulties e lactose,1
36758,difficulties f,1
36759,difficulties f nicotine,1
36760,difficulties hot,1
36761,difficulties hot flashes,1
36762,difficulties november,1
36763,difficulties november increased,1
36764,difficulties osteoporosis,1
36765,difficulties osteoporosis hyperlipidemia,1
36766,difficulties reduced,1
36767,difficulties reduced mobility,1
36768,difficulties resided,1
36769,difficulties resided ltcf,1
36770,difficulty absorbing,1
36771,difficulty absorbing food,1
36772,difficulty coronary,1
36773,difficulty coronary artery,1
36774,difficulty sleeping back,1
36775,difficulty sleeping food,1
36776,difficulty sleeping gerd,1
36777,difficulty swallowing,1
36778,difficulty swallowing food,1
36779,difficulty walking activity,1
36780,difficulty walking primary,1
36781,diffuse arthritis,1
36782,diffuse arthritis resident,1
36783,diffuse large bcell,1
36784,diffuse osteoarthritis,1
36785,diffuse osteoarthritis multiple,1
36786,diffuse spasm,1
36787,diffuse spasm esophagus,1
36788,digenerative,1
36789,digenerative disc,1
36790,digenerative disc bph,1
36791,digestive disorder,1
36792,digestive disorder evaluated,1
36793,digestive esophageal,1
36794,digestive esophageal reflux,1
36795,digestive gastroesophageal,1
36796,digestive gastroesophageal reflux,1
36797,digestive issues depression,1
36798,digestive issues related,1
36799,digestive obesity,1
36800,digestive obesity bmi,1
36801,digestive system abdomen,1
36802,digestive system encounter,1
36803,digestive system z,1
36804,digestive type,1
36805,digestive type diabetes,1
36806,digits,1
36807,digits foot,1
36808,digits foot amputation,1
36809,dilantin,1
36810,dilantin within,1
36811,dilantin within normal,1
36812,dilated bile,1
36813,dilated bile duct,1
36814,dilated cardiomyopathy end,1
36815,dilated cardiomyopathy erythematous,1
36816,dilated cardiomyopathy hyperparathyroidism,1
36817,dilated cardiomyopathy unspecified,1
36818,dilated colon,1
36819,dilated colon cataract,1
36820,dilation cm,1
36821,dilation cm cta,1
36822,diltiazem lisinopril,1
36823,diltiazem lisinopril synthroid,1
36824,diltiazem mg,1
36825,diltiazem mg bid,1
36826,dimentia,1
36827,diminished,1
36828,diminished vision,1
36829,diminished vision hearing,1
36830,diorders,1
36831,diorders thyroid,1
36832,diorders thyroid vit,1
36833,diplegia gerd,1
36834,diplegia gerd mdd,1
36835,diplegia vit,1
36836,diplegia vit d,1
36837,diplopia e,1
36838,diplopia e type,1
36839,diplopia hyperlipidemia,1
36840,diplopia hyperlipidemia giant,1
36841,diplopia neurological,1
36842,diplopia neurological gait,1
36843,directed,1
36844,directed admission,1
36845,directed admission due,1
36846,dis cad,1
36847,dis cad carpal,1
36848,dis w,1
36849,dis w hrt,1
36850,disabilities ckd,1
36851,disabilities ckd macular,1
36852,disabilities constipation,1
36853,disabilities constipation dry,1
36854,disabilities hypothyroidism,1
36855,disabilities hypothyroidism osteopenia,1
36856,disabilities neuromuscular,1
36857,disabilities neuromuscular dysfunction,1
36858,disabilities schizoaffective,1
36859,disabilities schizoaffective disorders,1
36860,disability autism mild,1
36861,disability autism spectrum,1
36862,disability disorder,1
36863,disability disorder behavior,1
36864,disability dysphagia,1
36865,disability encephalopathy,1
36866,disability encephalopathy secondary,1
36867,disability f,1
36868,disability f secondary,1
36869,disability gerd,1
36870,disability gerd constipation,1
36871,disability gingivitis,1
36872,disability gingivitis syndrome,1
36873,disability hospitalization,1
36874,disability hospitalization pain,1
36875,disability htn,1
36876,disability htn gerd,1
36877,disability hypertension,1
36878,disability hypothyroidism mood,1
36879,disability hypothyroidism osteopenia,1
36880,disability impulse,1
36881,disability impulse contorl,1
36882,disability malaria,1
36883,disability malaria penicillin,1
36884,disability mild,1
36885,disability mild mr,1
36886,disability neurological,1
36887,disability neurological impairments,1
36888,disability recent,1
36889,disability recent medication,1
36890,disability secondary,1
36891,disability secondary fatigue,1
36892,disability seizure,1
36893,disability seizure disorder,1
36894,disability sp,1
36895,disability sp total,1
36896,disability syndrome gingivitis,1
36897,disability syndrome hyperlipidemia,1
36898,disabled lower,1
36899,disabled lower extremity,1
36900,disabled noninsulin,1
36901,disabled noninsulin dependent,1
36902,disaccharidase,1
36903,disaccharidase deficiencies,1
36904,disaccharidase deficiencies disaccharide,1
36905,disaccharide,1
36906,disaccharide malabsorption,1
36907,disaccharide malabsorption peptic,1
36908,disbetes,1
36909,disbetes afib,1
36910,disc arthritis,1
36911,disc arthritis gerd,1
36912,disc back hypertension,1
36913,disc back otherwise,1
36914,disc bone,1
36915,disc bone benign,1
36916,disc bph,1
36917,disc bph osteoporosis,1
36918,disc buldge,1
36919,disc buldge peripheral,1
36920,disc came,1
36921,disc came fibromyalgia,1
36922,disc crpsrsd,1
36923,disc damage,1
36924,disc damage neck,1
36925,disc degeneration nstemi,1
36926,disc degeneration unsp,1
36927,disc deterioration,1
36928,disc deterioration lower,1
36929,disc diseasecurved,1
36930,disc diseasecurved spine,1
36931,disc disorder closed,1
36932,disc disorder spinal,1
36933,disc disorder unsp,1
36934,disc disorders,1
36935,disc disorders myelopathy,1
36936,disc diverticulosis,1
36937,disc diverticulosis gout,1
36938,disc environmental,1
36939,disc environmental allergy,1
36940,disc essentially,1
36941,disc essentially asymptomatic,1
36942,disc extrusion,1
36943,disc extrusion ll,1
36944,disc fibromyalgia,1
36945,disc fibromyalgia guttate,1
36946,disc first,1
36947,disc first disc,1
36948,disc fracture,1
36949,disc fracture phalanx,1
36950,disc herniation,1
36951,disc herniation osteroarthritis,1
36952,disc histoplasmosis,1
36953,disc histoplasmosis penicillin,1
36954,disc hyperlipidemia,1
36955,disc hyperlipidemia hx,1
36956,disc inflammation,1
36957,disc inflammation sacroiliac,1
36958,disc intermittent,1
36959,disc intermittent claudication,1
36960,disc iodine,1
36961,disc iodine allergy,1
36962,disc irritable,1
36963,disc irritable bowel,1
36964,disc issue,1
36965,disc joint,1
36966,disc joint decease,1
36967,disc l,1
36968,disc l l,1
36969,disc ll tinnitus,1
36970,disc ll vitamin,1
36971,disc ls,1
36972,disc lumbar scoliosis,1
36973,disc lumbosacral,1
36974,disc lumbosacral region,1
36975,disc malignant,1
36976,disc malignant neoplasm,1
36977,disc menopause,1
36978,disc menopause induced,1
36979,disc migraines oa,1
36980,disc neck,1
36981,disc nerve,1
36982,disc nerve issues,1
36983,disc obesity,1
36984,disc obesity hypothyroid,1
36985,disc parkinsonism,1
36986,disc parkinsonism pancreatitis,1
36987,disc protrusion,1
36988,disc protrusion cc,1
36989,disc pvd,1
36990,disc pvd smoker,1
36991,disc shoulder,1
36992,disc shoulder blades,1
36993,disc sl,1
36994,disc spine,1
36995,disc type,1
36996,disc type diabetes,1
36997,discharge,1
36998,discharge pain,1
36999,discharge pain pulmonary,1
37000,discharged,1
37001,discharged prolonged,1
37002,discharged prolonged hospitalization,1
37003,disclose health,1
37004,disclosed time,1
37005,disclosed time appointment,1
37006,discoid lupus erythematosis,1
37007,discoid lupus hypertension,1
37008,discoid lupus sjoegren,1
37009,discomfort dystonia,1
37010,discomfort dystonia comments,1
37011,discomfort exposure,1
37012,discomfort exposure sarscov,1
37013,discomfort grandfather,1
37014,discomfort grandfather died,1
37015,discomfort palpitations,1
37016,discomfort palpitations past,1
37017,discomfort scheduling,1
37018,discomfort scheduling doctor,1
37019,discomfort stent,1
37020,discomfort stent placement,1
37021,discomfort stomach,1
37022,discomfort stomach issues,1
37023,disconnect,1
37024,disconnect round,1
37025,disconnect round folfox,1
37026,discontinued gtube,1
37027,discontinued gtube dislodged,1
37028,discontinued oxygen,1
37029,discontinued oxygen end,1
37030,discontinued time,1
37031,discontinued time bone,1
37032,discovered,1
37033,discovered hysterectomyblood,1
37034,discovered hysterectomyblood failed,1
37035,discs bipolar,1
37036,discs bipolar migraines,1
37037,discs cspine,1
37038,discs depression,1
37039,discs depression infertility,1
37040,discs neck,1
37041,discs neck resolved,1
37042,discschronic,1
37043,discschronic pain,1
37044,discschronic pain car,1
37045,discussed allergist,1
37046,discussed allergist recommendation,1
37047,discussed case,1
37048,discussed case cvicu,1
37049,discussion,1
37050,discussion sister,1
37051,discussion sister bedside,1
37052,diseaase,1
37053,diseaase hopefully,1
37054,diseaase hopefully help,1
37055,diseaseage,1
37056,diseaseage relayed,1
37057,diseaseage relayed brain,1
37058,diseasecomplex,1
